@relation ceratocystis5
% ceratocystis_test_90_10_rgb_11_fs9_res5

@attribute feature2 numeric
@attribute feature5 numeric
@attribute feature23 numeric
@attribute feature27 numeric
@attribute feature32 numeric
@attribute feature34 numeric
@attribute feature35 numeric
@attribute feature45 numeric
@attribute class {1,2,3}

@data
130.25,21.1979,2,129.583457,4.412954,213,494,996,1
132.36,12.2356,16,132.090988,4.393057,207,424,916,1
130.12,1.2324,7,130.703827,14.695124,240,431,875,1
130.3,7.96,14,131.399012,4.043999,254,380,845,1
127.94,50.81,1,124.405185,24.942993,261,271,440,1
133,1.0939,7,131.716296,4.160643,215,440,929,1
131.82,11.3296,5,132.34963,2.259192,202,331,813,1
133.11,22.6571,20,131.067531,6.558641,244,300,689,1
134.04,90.9584,2,131.388642,13.799736,226,334,623,1
131.5,26.3144,18,130.803333,7.732688,222,323,573,1
131.25,4.0875,9,131.175062,4.016912,209,300,685,1
131.39,37.11,4,130.433827,3.656821,269,429,861,1
132.64,8.2611,28,130.585556,7.322152,214,276,588,1
132.27,183.4675,0,128.740864,8.327923,267,467,808,1
131.98,6.9171,3,132.134815,3.533063,203,273,720,1
132.28,18.84,17,131.402963,4.53747,244,344,779,1
131.2,71.9696,8,131.580988,15.059748,222,332,627,1
130.33,34.4644,12,129.813086,6.338193,262,323,557,1
132.3,45.84,3,131.582469,4.423086,216,316,794,1
132.15,1.6019,5,132.111605,5.287421,191,289,607,1
132.44,3.0051,11,132.048642,4.262612,200,410,966,1
131.72,31.8939,5,128.464815,3.841011,272,437,807,1
131.87,2.6844,7,131.298395,6.936276,258,415,846,1
131.12,49.3531,2,129.780988,3.401868,275,413,850,1
131.77,12.6851,14,132.347407,2.709858,198,351,805,1
132.21,89.3,2,129.403827,8.091192,241,430,758,1
132.19,19.9496,5,131.48,15.938639,238,365,691,1
133.6,25.4539,5,132.330988,4.485681,199,308,623,1
132.32,42.7976,1,131.295432,10.499752,225,367,713,1
130.68,179.8859,1,126.770123,9.676334,269,460,745,1
129.83,43.4451,4,128.792716,6.714257,260,455,906,1
131.71,17.19,10,131.634321,3.723185,246,388,874,1
131.63,6.4744,4,130.31716,9.720864,238,441,868,1
131.31,73.1075,22,128.717901,21.778419,253,287,519,1
131.79,31.0659,14,131.170617,2.764262,222,359,852,1
129.86,89.7875,1,125.158272,20.427073,232,350,542,1
132.65,24.4099,5,129.281852,3.449109,228,526,1023,1
134.32,3.1539,8,132.264321,4.201445,213,285,645,1
130.75,68.9891,8,128.121481,6.229253,256,458,900,1
131.18,5.0859,11,130.780494,6.666779,256,246,581,1
130.19,32.3924,9,125.575802,29.722362,279,315,607,1
130.57,58.2164,13,127.992346,19.12827,270,314,542,1
130.99,4.9771,12,130.97284,5.253996,260,421,851,1
130.09,31.85,3,126.628148,11.188495,254,516,936,1
132.79,11.4656,7,131.842346,4.425243,224,285,605,1
132.77,9.3451,20,131.250617,8.202804,249,297,594,1
131.96,29.6579,5,128.064321,12.933102,259,295,601,1
132.8,13.1876,15,131.672593,4.552902,266,345,670,1
132.7,4.9944,20,131.25642,3.694113,221,265,601,1
130.53,38.6456,18,129.712963,4.896116,251,274,525,1
132.65,56.2139,7,131.253951,8.392767,229,323,665,1
130.33,22.2091,13,131.29358,10.84346,225,407,780,1
133.64,7.7379,5,131.860864,7.229652,191,321,735,1
131.91,7.8699,3,131.426049,4.291055,241,325,747,1
133.39,91.9171,19,130.989259,7.827972,229,311,583,1
130.51,5.1075,3,129.952346,7.821216,245,461,928,1
132.4,11.61,7,132.424321,2.493857,199,366,886,1
131.71,4.7976,6,131.11963,4.302844,287,448,789,1
131.02,17.0136,18,131.304074,2.066247,215,335,820,1
132.48,46.5019,2,130.550617,7.73408,231,430,818,1
132.52,17.5931,4,131.385556,8.818981,232,330,663,1
131.26,5.0451,7,130.787654,10.13971,239,416,824,1
132.51,4.73,7,131.620123,3.118427,218,418,868,1
129.84,98.6891,4,129.782716,7.921712,211,333,610,1
131.91,16.0464,1,130.839753,4.41168,276,308,631,1
135.54,13.3264,3,131.986296,4.972173,215,324,740,1
132.73,11.7875,2,130.992716,3.8158,193,306,703,1
131.14,198.9576,1,130.614691,8.06717,209,321,592,1
132.14,97.9164,4,128.544444,8.535669,242,446,738,1
132.53,5.7539,4,131.73284,5.964484,196,335,774,1
131.53,5.8336,3,131.308889,4.417027,254,317,661,1
130.62,2.6475,12,130.94037,5.416604,229,420,901,1
132.7,8.4339,1,132.055802,3.225001,207,290,751,1
132.39,55.7819,2,129.392593,4.225433,236,498,980,1
132.12,7.4444,22,130.930741,5.021575,228,306,711,1
133.59,13.34,20,131.963457,6.200323,215,358,810,1
129.07,46.6764,11,122.759259,17.294982,291,290,467,1
129.9,18.9299,14,131.456296,4.704084,216,381,878,1
130.02,14.9379,7,124.111975,23.094838,252,321,487,1
131.24,36.7499,17,131.443086,4.390213,270,390,769,1
130.78,27.3891,19,131.444198,2.284073,191,371,867,1
129.68,8.3216,5,131.077407,5.225035,192,372,821,1
132.08,22.9475,2,131.282099,8.532597,229,309,633,1
130.53,37.7091,11,125.130864,19.272921,284,306,530,1
132.46,32.0024,8,132.087901,3.703333,228,330,712,1
131,1.3844,11,130.898889,3.920041,267,398,831,1
132.03,3.9944,6,131.134074,4.942629,227,314,754,1
131.96,19.7011,10,128.478765,12.677555,263,297,596,1
129.8,14.02,10,128.521975,4.063739,282,268,515,1
130.2,6.6259,10,131.205802,4.447906,269,443,800,1
132.14,54.5939,9,131.249259,7.906207,227,341,690,1
132.49,49.9456,2,129.98679,5.310295,223,488,954,1
131.89,7.1064,2,131.082222,4.403216,193,340,770,1
130.55,22.3924,3,128.705926,4.591647,248,521,990,1
130.51,12.8,9,124.577037,8.534953,288,291,507,1
131.06,25.4496,3,128.21321,7.642048,256,505,952,1
130.72,182.1036,13,128.013457,17.854432,271,308,630,1
132.04,22.29,11,131.280123,4.47471,269,388,731,1
131.1,30.1776,6,131.102716,5.793209,202,334,730,1
132.34,19.0275,1,130.441728,3.563939,263,406,853,1
131.55,72.5284,5,128.066914,5.292209,234,524,1018,1
131.94,118.6075,3,131.416296,13.941002,227,334,634,1
133.01,6.2131,10,131.709383,3.547213,244,340,731,1
130.2,23.6971,15,125.113457,26.812063,292,297,467,1
131.47,17.7884,13,131.821605,7.499609,226,391,816,1
132.66,3.04,8,132.072346,3.309897,203,358,882,1
130.2,1.81,11,130.400123,3.194031,227,420,937,1
128.95,15.7339,15,128.323457,4.06395,273,239,541,1
130.14,42.0459,10,129.28679,5.334694,270,284,534,1
132.02,186.8779,11,128.621975,19.240287,220,342,641,1
133.36,47.1451,5,132.342963,4.274903,203,295,604,1
133,29.5771,7,126.746914,18.989242,267,298,539,1
130.32,9.4096,14,127.444321,7.600486,265,262,459,1
130.98,5.5224,7,130.200741,4.986787,227,434,921,1
132.96,11.7875,13,129.929753,7.230401,226,289,554,1
130.76,4.2656,18,131.271111,8.198044,230,429,868,1
131.36,15.9075,6,131.289136,16.222493,240,413,754,1
131.24,29.66,28,131.022222,9.536156,213,412,862,1
131.64,8.1475,3,130.030988,4.31131,205,475,1024,1
134.28,14.6051,34,132.321852,3.877841,219,306,673,1
130.61,26.2675,3,127.590247,3.884123,250,501,931,1
130.56,27.8499,7,127.993086,11.494095,212,293,561,1
130.26,100.1984,2,129.426543,6.449748,260,472,859,1
131.29,8.8884,12,126.768272,13.583901,262,307,535,1
132.87,25.2075,2,131.47321,3.339052,220,331,795,1
132.63,7.3516,5,131.689877,4.278787,212,330,720,1
130.02,100.9931,2,128.806667,6.146888,258,483,868,1
131.39,24.9971,3,131.688272,4.992201,221,306,753,1
133.17,8.8324,3,130.646667,3.09229,225,480,973,1
129.46,18.7675,14,128.259506,4.460746,277,276,490,1
132.09,26.1936,6,130.934074,4.765034,269,303,567,1
128.34,57.7091,3,127.153951,8.732999,256,497,907,1
132.2,5.8219,3,131.093333,9.473736,204,343,715,1
131.55,316.7524,0,131.217901,9.115684,223,313,623,1
131.03,34.3176,6,131.058272,4.424249,191,316,719,1
132.15,6.5651,14,131.256543,2.904444,215,448,969,1
131.52,21.0264,0,128.525926,11.577358,243,496,937,1
130.67,33.2731,13,129.618889,8.21893,222,324,549,1
132.63,7.1075,3,132.376914,2.421183,237,350,775,1
132.24,18.7144,19,130.704321,7.916535,235,283,664,1
129.83,41.1219,19,129.680988,8.73336,207,315,601,1
131.49,9.8811,7,128.09284,7.112486,234,284,578,1
131.37,2.8536,4,131.651481,2.956173,208,270,663,1
131.64,29.1736,11,131.522716,4.679448,267,378,731,1
130.68,28.2491,15,130.234444,17.401501,250,270,511,1
132.14,4.0004,6,131.264938,4.499589,256,317,605,1
131.91,8.1804,17,132.321728,2.497787,204,366,848,1
131.37,109.2139,4,129.139506,4.365995,234,510,1001,1
130.84,2.7675,15,131.071728,4.500561,249,367,796,1
130.74,29.2979,14,127.974198,11.931402,212,313,598,1
130.25,15.3824,8,129.780864,4.714309,226,499,975,1
130.74,6.4259,18,129.061605,5.317149,281,372,578,1
132.02,18.6011,5,131.10284,4.161069,255,307,643,1
132.77,13.9675,7,129.624198,11.651382,263,296,528,1
131.8,3.6524,9,131.848519,3.444754,220,292,658,1
132.72,7.7184,0,131.563704,3.96624,216,310,773,1
132.22,8.8296,3,131.684321,4.74658,208,298,690,1
131.37,19.3064,9,127.008025,4.117347,284,453,808,1
131.58,78.4691,4,129.44642,4.218927,286,426,788,1
130.96,8,12,130.726049,9.871962,240,445,816,1
130.68,24.6536,6,128.364198,7.397691,269,299,543,1
130.21,10.0844,6,127.914074,5.546165,284,271,482,1
132.14,21.1875,4,131.297037,14.827708,230,396,749,1
125.39,34.4596,9,123.24716,15.539806,292,302,465,1
131.88,39.5875,0,129.129012,4.777794,216,491,1024,1
132.32,10.3571,11,130.548395,5.375401,226,282,565,1
132.34,45.6379,13,132.182222,5.987507,207,356,695,1
135.13,43.5964,1,132.370988,4.462401,202,293,711,1
131.14,73.8075,18,129.705926,5.530216,217,289,591,1
130.82,46.7416,14,128.527778,12.735453,249,322,609,1
131.46,58.1096,16,131.869136,3.938814,244,379,848,1
132.35,59.8491,2,128.022222,4.214496,248,507,966,1
132.13,35.6771,18,129.820247,12.321304,249,297,644,1
131.08,12.3059,9,129.438272,3.991603,272,298,558,1
132.7,103.3731,5,129.063951,11.001411,264,440,782,1
131.61,31.5,2,128.493333,4.373127,239,489,923,1
131.08,13.1944,12,131.690494,5.16907,217,363,731,1
132.77,3.99,11,131.236667,4.639811,264,315,608,1
125.9,39.6891,13,122.186667,18.489954,287,301,464,1
132.71,4.7896,12,131.227531,4.594346,296,436,794,1
131.31,33.9899,4,128.702099,3.44546,294,474,816,1
132.92,28.94,7,130.376173,8.360829,276,344,587,1
132.58,27.1304,10,130.515556,7.030987,268,340,635,1
130.93,36.9696,24,130.063333,4.886862,267,288,563,1
132.66,10.68,6,131.660988,4.88012,225,294,667,1
130.67,5.5076,12,130.920247,13.858112,238,425,844,1
132.66,13.4875,6,132.224074,4.981777,206,317,629,1
134,8.2475,3,132.104444,4.895644,217,298,686,1
130.6,27.6371,6,128.874074,3.347865,281,428,823,1
132.2,11.4419,8,130.262593,7.474286,244,305,649,1
130.61,45.2784,19,129.742346,3.950773,258,257,564,1
131.79,35.95,21,129.064198,6.323611,237,296,564,1
131.28,47.0939,10,131.437284,7.592094,225,419,885,1
132.59,4.3891,16,132.401728,2.267735,209,337,821,1
131.29,50.2331,12,130.062469,8.061565,230,316,546,1
132.65,125.7051,4,128.811481,6.560989,265,486,843,1
131.21,3.8075,10,131.840494,4.210671,192,408,950,1
132.49,6.7739,6,131.824568,4.468423,250,286,753,1
131.63,50.2611,7,126.318889,5.151325,284,471,813,1
133.3,10.9051,12,132.152222,4.034384,200,399,905,1
133.13,18.1379,1,131.593951,3.647651,213,312,765,1
132.09,9.8171,12,130.990617,6.121175,228,297,659,1
131.86,58.2819,10,132.179753,5.310329,208,353,697,1
132.25,81.2904,6,129.342469,9.008616,262,309,630,1
132.46,39.1979,15,130.673827,8.401385,249,309,693,1
132.05,41.3539,13,129.723827,9.49147,232,307,666,1
131.56,77.2611,0,130.875802,13.135125,220,367,704,1
132.59,44.2964,2,131.170247,4.635829,196,346,792,1
131.5,28.7299,1,127.039506,8.965771,258,520,867,1
132.69,4.9136,16,132.320494,3.591742,185,333,873,1
130.72,8.9224,5,127.197654,16.582894,275,283,470,1
131.65,18.1291,19,132.127284,2.459865,191,335,822,1
132.24,10.5404,6,128.077531,4.943985,241,513,946,1
130.08,26.5996,6,127.068025,20.122148,263,289,486,1
131.77,81.1811,3,128.250617,10.912294,243,481,814,1
129.74,18.3824,3,127.008765,10.348612,208,311,551,1
129.15,42.0891,10,127.176543,24.184627,247,318,512,1
132.2,5.9616,10,132.290123,2.91049,205,381,879,1
130.77,17.7475,3,128.126914,2.780765,288,450,854,1
132.06,50.9139,2,127.075062,4.521406,261,521,985,1
132.29,24.1676,21,130.275309,7.246441,241,309,701,1
131.64,96.71,6,127.626296,4.358843,300,473,794,1
131.07,82.8859,4,130.853951,3.964653,278,465,805,1
129.36,57.0644,22,129.817037,4.913696,253,281,560,1
130.94,91.2836,5,127.734568,7.373771,253,518,938,1
130.51,86.2756,11,130.997407,6.278271,220,395,836,1
130.13,12.6624,12,127.169136,11.989906,245,504,885,1
132.51,5.7944,6,132.072099,4.296211,226,292,611,1
131.88,21.4475,5,131.391111,4.691699,248,349,736,1
130.63,12.07,13,130.448395,4.992747,245,242,621,1
129.67,38.3275,9,123.717778,19.094433,237,288,495,1
130.44,11.6564,11,131.201358,11.394631,227,375,770,1
131.96,6.9336,13,130.130494,12.166044,236,333,631,1
132.63,2.21,9,132.038519,3.107211,203,419,916,1
130.21,40.7164,8,131.256667,7.856616,237,390,758,1
132.7,14.4731,20,131.528519,4.266504,236,314,734,1
130,15.8571,7,126.977778,13.017117,245,314,553,1
132.21,13.6371,16,131.84,6.542299,211,299,599,1
132.66,4.5075,3,130.971235,3.841555,188,295,690,1
128.49,19.9331,2,127.720123,21.887442,246,325,587,1
131,75.4539,1,127.289753,3.935973,242,506,951,1
131.19,47.3124,13,129.517654,6.898023,196,310,660,1
129.02,11.9739,11,125.76679,32.032765,265,306,495,1
132.41,13.91,14,128.79358,10.300349,247,278,536,1
133.22,10.6475,17,132.028889,4.006472,210,408,922,1
131.72,12.0779,29,130.870617,4.416128,221,278,573,1
131.18,9.4611,7,131.865309,17.616414,219,369,679,1
128.83,59.4619,12,128.374321,8.63716,220,334,558,1
131.16,10.2496,4,130.990494,4.107354,203,302,685,1
130.89,13.6224,3,131.612963,4.255895,213,325,800,1
132.26,35.8075,4,131.480741,14.072863,226,313,585,1
130.4,7.4904,5,125.269259,16.78526,281,289,530,1
131.98,11.2171,14,131.324815,4.530925,230,290,681,1
133.06,2.9276,5,131.746543,2.823111,225,268,667,1
131.83,29.7704,11,127.647531,7.17507,262,491,845,1
130.97,74.1475,1,129.378025,6.828876,244,436,892,1
131.79,150.4624,2,130.500123,3.636566,281,473,815,1
130.73,16.9456,1,130.37358,10.007004,255,448,818,1
132.72,2.3459,11,131.445309,4.31392,192,273,629,1
132.06,40.4804,3,128.910864,3.223616,287,447,834,1
131.55,12.2019,3,127.793086,13.503396,267,300,496,1
131.12,14.1516,8,131.582593,4.631427,213,291,641,1
131.69,10.8884,21,130.374198,4.333231,247,287,586,1
131.19,15.6675,27,130.689383,4.335049,238,279,598,1
129.22,19.0571,7,127.118025,24.170493,256,310,489,1
131.57,47.2539,4,127.84963,4.47001,250,514,980,1
133.12,43.0916,12,129.635062,10.644262,244,297,624,1
131.75,4.3211,7,127.367531,8.017984,247,288,515,1
130.64,3.2884,10,130.48,4.655624,220,421,921,1
131.81,32.3459,1,130.220988,4.616517,230,471,983,1
130.68,73.8075,4,130.312222,13.644611,262,441,777,1
131.35,17.9339,6,127.360123,13.234194,272,299,586,1
131.51,5.8075,5,132.045802,2.779811,192,317,783,1
131.1,4.3864,19,131.025432,9.015778,227,312,654,1
131.9,5.3316,10,130.400864,4.743827,196,310,671,1
131.49,47.1075,12,130.04037,3.501424,286,464,817,1
131.59,139.6011,3,131.571975,17.478672,237,386,710,1
127.85,31.18,6,125.898519,4.335019,295,267,432,1
131.49,13.1664,3,129.99963,5.658549,273,305,555,1
131.4,43.83,15,130.859877,3.577623,250,291,614,1
132.43,24.12,17,131.875802,5.589428,216,361,769,1
131.41,189.4696,9,131.390864,9.694925,224,327,685,1
131.58,7.18,17,130.774691,6.519313,219,432,867,1
127.22,112.5675,5,123.452593,28.483875,250,340,524,1
132.07,16.4531,6,131.302346,8.030044,237,363,718,1
133.14,7.1275,3,132.225432,2.858092,214,323,797,1
132.19,9.1275,10,131.920741,5.208613,244,347,811,1
130.79,16.1531,14,130.421975,4.219736,214,320,672,1
129.98,84.06,3,126.632716,4.754415,302,471,804,1
130.66,43.6219,14,126.788272,12.40114,259,266,464,1
132.74,39.5179,7,128.944568,7.411382,255,268,565,1
131.45,16.7171,14,130.79642,5.090208,234,302,666,1
130.84,2.5204,20,130.717654,5.375393,218,416,866,1
130.27,37.4875,15,128.062716,24.135649,258,257,464,1
133.05,10.4284,4,131.804321,6.988312,245,334,755,1
130.21,5.4356,9,130.325062,7.591826,228,434,912,1
132.54,10.09,7,131.382099,4.673536,272,339,631,1
133.61,41.5384,8,129.476543,3.211388,315,454,811,1
131.84,51.87,7,128.341481,6.609599,240,488,907,1
132.17,15.4491,9,132.451111,2.851063,211,380,893,1
130.82,16.66,8,130.954691,5.459067,279,342,632,1
132.49,36.3164,9,131.241111,14.202024,223,303,566,1
132.37,5.1704,15,132.12321,3.716043,204,371,908,1
131.64,12.1699,10,128.478519,13.523667,253,301,585,1
132.9,37.0651,15,130.592346,5.528595,262,341,642,1
131.22,182.8604,13,129.243951,14.691417,224,350,644,1
130.95,8.88,3,130.950494,8.23682,200,353,680,1
130.82,16.9299,11,128.055556,20.784063,237,334,612,1
130.9,13.4099,2,129.050617,3.096609,254,526,979,1
131.82,6.1644,8,131.754938,4.569011,212,337,738,1
131.87,5.0676,11,126.247407,13.582013,257,285,542,1
132.07,4.8571,5,131.456173,3.911942,211,310,758,1
131.75,61.2891,2,126.612963,7.316282,254,508,947,1
133.18,130.7739,5,130.964938,13.390672,229,311,562,1
132.88,29.9244,1,132.250494,4.897868,198,300,616,1
131.2,33.7379,13,124.902099,8.585009,271,299,500,1
132.42,22.2764,3,131.442469,3.943716,235,263,642,1
130.95,6.8011,12,131.054938,7.253365,199,353,757,1
130.2,32.9899,3,128.223951,5.548489,238,517,951,1
131.09,115.4284,7,131.62321,19.241119,235,389,714,1
131.92,15.7275,4,131.845679,4.945843,215,292,652,1
132.73,1.0916,6,131.532593,2.63984,214,425,911,1
131.1,3.9891,4,131.189383,4.868328,203,334,783,1
131.76,3.3979,13,130.946049,8.156643,219,314,593,1
132.83,17.1451,2,132.300617,3.502479,196,292,808,1
132.73,68.9624,15,130.274074,7.769099,237,294,573,1
131.96,23.8379,18,131.350864,4.075974,248,352,779,1
132.9,3.86,10,131.895062,5.185418,198,285,610,1
131.2,52.3456,3,128.398025,8.047213,239,507,939,1
132.13,6.8851,3,131.07284,4.205748,190,322,745,1
128.02,48.0819,10,123.978642,25.918895,279,256,430,1
128.63,40.8976,18,127.78321,3.663454,282,257,507,1
130.44,15.7144,7,127.392963,5.804545,262,492,855,1
131.93,5.7456,4,127.385309,10.734241,242,293,580,1
131.82,24.8339,7,127.337284,4.284393,255,555,993,1
131.73,45.3704,18,129.949753,7.106971,230,287,680,1
131.03,255.4339,5,126.648025,9.356825,261,474,744,1
132.08,19.1075,12,129.431235,7.496814,240,299,579,1
131.65,4.78,6,128.224321,6.92324,253,266,495,1
132.71,7.7939,16,131.36358,4.645851,233,290,615,1
130.54,12.6044,0,129.048025,4.709173,239,464,926,1
130.34,7.5096,5,130.667654,3.744082,199,454,944,1
130.96,18.4944,6,132.166173,2.486422,203,311,785,1
131.14,9.1496,8,131.326667,4.545078,276,419,778,1
131.99,73.6596,2,129.324568,8.035134,237,434,779,1
131.31,23.45,3,131.261111,8.172277,222,369,743,1
130.91,8.2331,5,130.607901,4.429135,282,412,793,1
132.05,19.81,19,131.581111,4.898045,209,357,796,1
132.9,11.6676,4,129.051975,6.384402,243,273,546,1
130.78,10.3811,2,131.358272,4.55624,264,355,666,1
131.23,39.4475,10,131.17642,11.985772,224,423,798,1
131.72,22.2496,9,128.335185,3.667369,299,457,810,1
133.02,26.5659,10,132.020247,6.883734,219,378,823,1
132.18,7.1,6,131.388272,5.111214,205,349,827,1
131.1,15.9176,15,128.657654,13.80889,278,321,536,1
131.37,17.0379,3,129.091111,7.987353,238,488,933,1
131,29.7291,11,126.592716,23.778668,284,316,572,1
131.41,29.4756,12,128.708642,5.887226,285,310,531,1
130.64,21.96,5,126.688395,12.619545,261,298,494,1
130.42,29.0244,17,131.303951,4.257324,211,292,606,1
131.24,12.85,13,131.198025,5.296569,194,380,884,1
131.16,22.9596,2,129.652346,11.908395,247,473,872,1
130.61,15.29,14,128.373086,6.76581,252,271,471,1
131.58,41.5,12,130.701852,5.770192,221,399,770,1
131.2,11.2419,7,131.054444,5.30757,183,403,906,1
130.55,65.2619,16,129.53,5.414452,282,268,506,1
131.66,9.9136,13,131.655926,8.32667,229,376,733,1
132.31,22.7619,4,132.410988,2.340376,200,356,867,1
132.26,5.2144,9,131.547778,3.655355,209,443,986,1
133.11,3.88,21,131.783457,3.278289,246,339,691,1
130.88,2.3844,14,130.501852,6.87913,203,332,648,1
130.72,28.27,0,131.144074,12.261673,208,335,620,1
133.06,48.1059,2,131.952593,4.549313,211,302,665,1
131.14,19.8259,14,128.97963,6.362067,249,260,503,1
130.85,13.8139,3,128.117901,4.773371,260,527,960,1
131.52,17.4859,12,127.804198,7.225327,288,308,536,1
132.86,7.0516,16,130.937531,4.238693,233,267,616,1
131.78,24.5379,23,131.137284,9.838376,248,431,820,1
133.03,7.3771,9,131.389383,3.755051,221,300,690,1
131.29,2.6924,10,130.803086,5.054293,276,330,611,1
131.49,31.1299,14,130.639506,7.280262,255,327,694,1
128.52,157.3056,9,121.408765,28.285357,252,339,518,1
133.52,4.8475,10,131.192222,4.798542,200,274,603,1
132.15,17.0596,25,130.023951,5.248279,271,281,545,1
132.05,8.0931,21,131.054568,5.154132,229,287,711,1
129.55,14.5075,9,128.764198,19.562428,246,317,527,1
130.8,12.7584,9,127.680741,11.542041,259,279,554,1
130.58,18.13,9,128.143704,8.496878,270,254,491,1
132.42,36.1099,4,130.50358,5.033224,226,479,989,1
131.84,13.3304,9,126.204321,15.420974,268,280,540,1
130.45,6.5275,3,130.223951,6.205802,231,450,980,1
130.11,18.86,6,126.224938,19.344705,273,298,540,1
132.14,6.2644,11,131.215556,5.009747,220,297,649,1
130.77,32.9611,8,127.070617,4.78708,266,539,973,1
132.58,6.7744,16,132.250741,3.388173,196,394,882,1
130.88,3.2579,3,130.468519,4.82757,215,457,1019,1
133.03,12.4075,15,132.160741,4.685606,204,292,616,1
130,23.8944,5,124.552222,18.998721,252,318,510,1
133.39,9.6699,12,131.729877,7.496097,189,343,775,1
133.42,50.52,5,129.04963,2.905802,276,432,864,1
132.06,4.4964,10,132.425309,2.097405,210,355,801,1
133.68,134.0571,1,128.846667,5.015218,285,459,815,1
131.63,16.2819,2,131.48037,2.90156,203,293,678,1
130.12,6.1899,8,130.974198,13.202486,244,429,839,1
130,14.4339,12,130.563704,6.271813,219,430,886,1
132.51,12.1384,8,126.997284,17.928134,286,293,494,1
130.1,35.2019,10,129.168148,7.123541,215,323,633,1
131.91,13.9704,11,127.637778,10.938724,286,303,520,1
130.23,22.4404,6,128.880988,6.003867,267,254,546,1
131.06,5.89,7,130.932222,4.552159,278,327,640,1
131.16,7.61,5,130.364321,4.268805,260,411,832,1
131.38,21.5124,18,131.551481,3.48956,204,447,950,1
129.62,17.4211,6,127.748395,5.140865,278,256,481,1
133.24,19.6184,15,131.659753,6.096347,256,278,684,1
130.68,47.0944,4,130.254691,3.738897,288,422,811,1
133.06,21.2276,4,127.896173,5.056241,246,519,914,1
130.98,108.5524,5,131.387778,9.796628,234,340,717,1
132.82,11.3636,13,132.165556,3.376437,196,342,864,1
132.05,1.8764,14,132.123827,2.510467,210,377,868,1
130.98,9.9211,7,128.690988,5.187106,235,495,921,1
131.06,98.7744,0,130.216667,14.431411,223,344,655,1
131.07,104.0584,14,127.458765,26.569973,280,322,632,1
131.12,34.4075,6,128.066296,8.909116,250,491,864,1
131.49,36.0499,4,128.652222,6.677317,259,497,982,1
131.61,36.5504,2,128.922963,3.827887,290,434,798,1
128.96,44.4444,16,124.469877,8.300296,265,277,486,1
130.94,126.2675,1,130.120864,10.998112,262,438,766,1
130.98,32.1484,4,130.88321,8.668339,206,307,608,1
130.61,116.43,5,131.053333,8.87786,209,310,620,1
132.98,5.8364,8,131.87679,3.245263,211,297,706,1
129.76,60.1736,15,129.314074,7.289363,268,313,545,1
131.15,112.6044,8,128.722963,13.852917,218,334,581,1
130.12,64.7244,11,127.824938,24.127698,279,320,534,1
132.92,6.5051,9,132.123827,5.951896,210,335,653,1
131.07,27.0171,6,130.044198,5.564815,228,463,903,1
132.79,11.1131,10,129.177901,3.242221,302,465,803,1
133.21,14.1339,12,132.160494,3.388044,194,328,803,1
130.38,99.4796,4,129.828148,4.499891,287,428,769,1
129.28,36.95,16,125.853086,8.96304,273,275,407,1
130.64,30.67,10,131.562099,19.372512,237,406,713,1
131.08,3.5036,12,128.049383,6.852368,244,291,568,1
129.66,121.3864,8,122.483827,24.685981,248,343,511,1
